10333,Brewongle,189,1084,,7301,9,89,,NSW,2196,9,86,1084,1084,0%
10334,Bribbaree,268,951,,2369,3,29,,NSW,748,3,30,951,951,0%
10335,Bridgman,398,1014,,4852,6,59,,NSW,1498,6,59,1014,1014,0%
10336,Brierfield,339,1004,,4406,6,54,,NSW,1351,6,53,1004,1004,0%
10337,Brighton-le-Sands,8002,990,,3820,5,47,,NSW,1175,5,46,871,1085,0%
10338,Brightwaters,877,1008,,4554,6,56,,NSW,1397,6,55,994,1019,0%
10339,Bringelly,2390,1036,,5779,8,71,,NSW,1744,7,69,1007,1065,0%
10340,Brisbane Grove,219,1046,,6133,8,75,,NSW,1839,8,72,1046,1046,0%
10341,Broadmeadow,1549,962,,2743,4,34,,NSW,862,4,34,928,987,0%
10342,Broadwater (Richmond Valley - NSW),434,912,,1324,2,17,,NSW,411,2,17,912,912,0%
10343,Broadway,226,1023,,5213,7,64,,NSW,1593,7,63,1023,1023,0%
10344,Brocklehurst,473,1013,,4766,6,58,,NSW,1467,6,58,1004,1023,0%
10345,Brocklesby,224,1014,,4823,6,59,,NSW,1490,6,59,1014,1014,0%
10346,Brogo,507,976,,3205,4,39,,NSW,999,4,39,976,976,0%
10347,Broke (NSW),639,1022,,5178,7,63,,NSW,1584,7,62,982,1049,0%
10348,Broken Head,226,1032,,5606,7,68,,NSW,1696,7,67,1032,1032,0%
10349,Broken Hill,18783,890,,897,2,11,,NSW,268,2,11,788,1078,0%
10350,Bronte,6832,1131,,8027,10,98,,NSW,2446,10,96,1094,1156,0%
10351,Brookdale (NSW),272,1072,,6977,9,85,,NSW,2095,9,82,1072,1072,0%
10352,Brookfield (NSW),235,1026,,5373,7,66,,NSW,1631,7,64,1026,1026,0%
10353,Brooklet,261,1037,,5820,8,71,,NSW,1754,7,69,1037,1037,0%
10354,Brooklyn (NSW),745,1045,,6121,8,75,,NSW,1836,8,72,1029,1067,0%
10355,Brookvale,2587,1028,,5451,7,67,,NSW,1656,7,65,894,1060,2%
10356,Brooms Head,193,867,,617,1,8,,NSW,164,1,7,867,867,0%
10357,Broughton Vale,444,1101,,7639,10,93,,NSW,2298,9,90,1101,1101,0%
10358,Broulee,1432,992,,3893,5,48,,NSW,1199,5,47,972,1016,0%
10359,Brownlow Hill,363,1111,,7792,10,95,,NSW,2347,10,92,1111,1111,0%
10360,Brownsville,524,884,,799,1,10,,NSW,228,1,9,884,884,0%
10361,Bruah,172,1024,,5284,7,65,,NSW,1611,7,63,1024,1024,0%
10362,Brungle,308,977,,3279,4,40,,NSW,1021,4,40,977,977,0%
10363,Brunswick Heads,1644,899,,1054,2,13,,NSW,319,2,13,843,951,0%
10364,Brushgrove,336,912,,1309,2,16,,NSW,406,2,16,912,912,0%
10365,Bucca (NSW),520,1002,,4326,6,53,,NSW,1327,6,52,987,1012,0%
10366,Buckajo,401,1014,,4819,6,59,,NSW,1488,6,59,1014,1014,0%
10367,Budgee Budgee (NSW),325,1080,,7203,9,88,,NSW,2167,9,85,1080,1080,0%
10368,Budgewoi,3255,902,,1111,2,14,,NSW,342,2,14,874,935,0%
10370,Buff Point,3287,922,,1535,2,19,,NSW,484,2,19,866,960,0%
10371,Bugaldie,238,988,,3739,5,46,,NSW,1148,5,45,988,988,0%
10372,Bukkulla,397,1017,,4952,7,61,,NSW,1521,6,60,1017,1017,0%
10373,Bulahdelah,1520,899,,1055,2,13,,NSW,320,2,13,873,964,0%
10374,Bulga (NSW),359,1011,,4710,6,58,,NSW,1449,6,57,1011,1011,0%
10375,Bullaburra,1208,1023,,5223,7,64,,NSW,1598,7,63,1005,1032,0%
10376,Bulli,5678,1032,,5617,7,69,,NSW,1697,7,67,946,1102,0%
10377,Bundabah,289,948,,2274,3,28,,NSW,718,3,29,948,948,0%
10378,Bundaburrah,291,1010,,4652,6,57,,NSW,1428,6,56,1010,1010,0%
10379,Bundagen,130,853,,499,1,7,,NSW,129,1,6,853,853,0%
10380,Bundanoon (NSW),2423,1006,,4485,6,55,,NSW,1372,6,54,964,1042,0%
10381,Bundarra,799,899,,1046,2,13,,NSW,317,2,13,820,1017,0%
10382,Bundeena,1890,1055,,6428,8,78,,NSW,1915,8,75,994,1078,0%
10383,Bundook,193,963,,2746,4,34,,NSW,863,4,34,963,963,0%
10384,Bungarby,213,1012,,4752,6,58,,NSW,1462,6,58,1012,1012,0%
10385,Bungendore,3558,1121,,7914,10,96,,NSW,2403,10,94,1049,1179,0%
10386,Bunglegumbie,165,1050,,6273,8,77,,NSW,1876,8,74,1050,1050,0%
10387,Bungonia,353,994,,3972,5,49,,NSW,1226,5,48,994,994,0%
10388,Bungowannah,209,1058,,6535,8,80,,NSW,1942,8,76,1058,1058,0%
10389,Bungwahl,254,909,,1253,2,16,,NSW,388,2,16,909,909,0%
10390,Bunnan,211,970,,2990,4,37,,NSW,940,4,37,970,970,0%
10391,Bunyan,373,1036,,5757,7,70,,NSW,1738,7,68,1036,1036,0%
10392,Burnt Bridge,85,726,,154,1,2,,NSW,13,1,1,726,726,0%
10393,Buronga,1136,970,,3014,4,37,,NSW,949,4,38,902,1055,0%
10394,Burra (Palerang - NSW),716,1144,,8124,10,99,,NSW,2494,10,98,1135,1156,0%
10395,Burrabadine,397,1053,,6384,8,78,,NSW,1904,8,75,1053,1053,0%
10396,Burradoo,2556,1115,,7842,10,96,,NSW,2372,10,93,1037,1155,0%
10397,Burraga,250,971,,3028,4,37,,NSW,952,4,38,971,971,0%
10399,Burraneer,3303,1155,,8182,10,100,,NSW,2524,10,99,1118,1183,0%
10400,Burrangong,238,998,,4126,6,51,,NSW,1266,5,50,998,998,0%
10401,Burrawang,239,1038,,5843,8,71,,NSW,1756,7,69,1038,1038,0%
10402,Burrell Creek,247,988,,3729,5,46,,NSW,1144,5,45,988,988,0%
10403,Burren Junction,301,982,,3469,5,43,,NSW,1069,5,42,982,982,0%
10404,Burrill Lake,1328,905,,1166,2,15,,NSW,360,2,15,902,912,0%
10405,Burringbar,858,964,,2803,4,34,,NSW,880,4,35,951,988,0%
10406,Burroway,363,1029,,5515,7,67,,NSW,1670,7,66,1029,1029,0%
10407,Burrumbuttock,337,1031,,5589,7,68,,NSW,1688,7,66,1031,1031,0%
10408,Burrundulla,160,1060,,6596,8,80,,NSW,1963,8,77,1060,1060,0%
10409,Burwood (NSW),12475,1008,,4558,6,56,,NSW,1400,6,55,921,1077,0%
10410,Burwood Heights,810,1071,,6947,9,85,,NSW,2086,9,82,1065,1079,0%
10411,Busby,4207,812,,293,1,4,,NSW,60,1,3,787,841,0%
10412,Buttaba,944,1039,,5865,8,72,,NSW,1761,7,69,1027,1047,0%
10413,Buxton (NSW),2055,1000,,4212,6,52,,NSW,1293,6,51,955,1053,0%
10414,Byabarra,328,973,,3127,4,38,,NSW,981,4,39,973,973,0%
10415,Byangum,335,960,,2665,4,33,,NSW,830,4,33,960,960,0%
10416,Byron Bay,4967,981,,3442,5,42,,NSW,1062,5,42,888,1069,0%
10417,Byrrill Creek,220,907,,1213,2,15,,NSW,375,2,15,907,907,0%
10418,Bywong,1197,1138,,8082,10,98,,NSW,2474,10,97,1123,1150,0%
10419,Cabarita (NSW),1930,1137,,8076,10,98,,NSW,2469,10,97,1067,1164,0%
10420,Cabbage Tree Island (Ballina - NSW),99,494,,8,1,1,,NSW,1,1,1,494,494,0%
10421,Cabramatta,20778,777,,210,1,3,,NSW,32,1,2,573,948,0%
10422,Cabramatta West,6773,838,,396,1,5,,NSW,90,1,4,740,901,0%
10423,Cabramurra,365,1038,,5852,8,71,,NSW,1757,7,69,1038,1038,0%
10424,Caffreys Flat,213,898,,1029,2,13,,NSW,309,2,13,898,898,0%
10425,Calala,3450,1025,,5324,7,65,,NSW,1621,7,64,955,1072,10%
10426,Calarie,280,1008,,4567,6,56,,NSW,1403,6,55,1008,1008,0%
10427,Calderwood,175,1035,,5721,7,70,,NSW,1729,7,68,1035,1035,0%
10428,Calimo,229,1035,,5738,7,70,,NSW,1735,7,68,1035,1035,0%
10430,Callala Bay,2118,960,,2663,4,33,,NSW,828,4,33,921,1005,0%
10431,Callala Beach,772,912,,1311,2,16,,NSW,408,2,16,897,930,0%
10432,Calliope (NSW),407,889,,888,2,11,,NSW,262,2,11,889,889,0%
10433,Camberwell (NSW),181,946,,2207,3,27,,NSW,703,3,28,946,946,0%
10434,Cambewarra,210,1075,,7072,9,86,,NSW,2124,9,83,1075,1075,0%
10435,Cambewarra Village,1231,1085,,7311,9,89,,NSW,2200,9,86,1054,1106,0%
10436,Cambridge Gardens,2040,994,,3961,5,49,,NSW,1224,5,48,979,1021,0%
10437,Cambridge Park,6161,945,,2176,3,27,,NSW,691,3,27,902,983,0%
10438,Camden,3253,991,,3859,5,47,,NSW,1189,5,47,855,1061,0%
10439,Camden Head,164,988,,3728,5,46,,NSW,1143,5,45,988,988,0%
10440,Camden Park (NSW),1825,1166,,8223,10,100,,NSW,2548,10,100,1141,1181,0%
10441,Camden South,4338,1055,,6416,8,78,,NSW,1913,8,75,1004,1140,0%
10442,Cameron Park,5172,1074,,7049,9,86,,NSW,2116,9,83,959,1154,0%
10443,Cammeray,6778,1123,,7956,10,97,,NSW,2419,10,95,1058,1195,0%
10444,Campbelltown (NSW),10413,927,,1662,3,21,,NSW,526,3,21,791,1102,3%
10445,Camperdown (NSW),7860,1108,,7734,10,94,,NSW,2328,10,91,867,1161,15%
10446,Campsie,21239,917,,1419,2,18,,NSW,440,2,18,850,992,0%
10447,Canada Bay,1297,1057,,6505,8,79,,NSW,1934,8,76,1039,1078,0%
10448,Candelo,734,957,,2552,4,31,,NSW,800,4,32,909,1020,0%
10449,Cangai,184,918,,1456,2,18,,NSW,455,2,18,918,918,0%
10450,Caniaba,582,1050,,6278,8,77,,NSW,1878,8,74,1020,1091,0%
10451,Canley Heights,10451,844,,440,1,6,,NSW,107,1,5,787,903,0%
10452,Canley Vale,9292,820,,325,1,4,,NSW,69,1,3,663,912,0%
10453,Canobolas,513,1088,,7412,9,90,,NSW,2229,9,87,1076,1119,0%
10454,Canoelands,301,1027,,5390,7,66,,NSW,1636,7,64,1027,1027,0%
10455,Canowindra,2392,944,,2128,3,26,,NSW,674,3,27,850,1022,0%
10456,Canterbury (NSW),6160,981,,3416,5,42,,NSW,1052,5,42,930,1071,0%
10457,Canton Beach,1081,794,,242,1,3,,NSW,42,1,2,747,879,0%
10458,Canyonleigh,193,1034,,5701,7,70,,NSW,1722,7,68,1034,1034,0%
10459,Capertee,370,923,,1555,2,19,,NSW,491,2,20,923,923,0%
10460,Captains Flat,747,991,,3861,5,47,,NSW,1190,5,47,950,1049,0%
10461,Caragabal,213,1031,,5576,7,68,,NSW,1683,7,66,1031,1031,0%
10462,Carcoar,690,1005,,4450,6,54,,NSW,1359,6,54,948,1031,0%
10463,Cardiff (NSW),5780,961,,2704,4,33,,NSW,844,4,33,862,1063,0%
10464,Cardiff Heights,1281,1023,,5225,7,64,,NSW,1599,7,63,985,1087,0%
10465,Cardiff South,2964,975,,3168,4,39,,NSW,991,4,39,936,1023,0%
10466,Carey Bay,930,966,,2859,4,35,,NSW,899,4,36,942,991,0%
10467,Cargo,541,992,,3906,5,48,,NSW,1204,5,47,915,1053,0%
10468,Carinda,183,991,,3838,5,47,,NSW,1182,5,47,991,991,0%
10469,Caringbah,10941,1029,,5490,7,67,,NSW,1666,7,65,870,1086,0%
10470,Caringbah South,11584,1109,,7767,10,95,,NSW,2339,10,92,1006,1164,0%
10471,Carlingford,21556,1084,,7284,9,89,,NSW,2188,9,86,985,1153,0%
10472,Carlton (NSW),9804,1007,,4534,6,55,,NSW,1390,6,55,949,1076,0%
10473,Carool,460,972,,3093,4,38,,NSW,972,4,38,972,972,0%
10474,Caroona,90,639,,83,1,2,,NSW,8,1,1,639,639,0%
10475,Carramar (NSW),3434,830,,362,1,5,,NSW,82,1,4,779,868,0%
10476,Carrathool,295,994,,3986,5,49,,NSW,1229,5,48,994,994,0%
10477,Carrington (Newcastle - NSW),1879,953,,2453,3,30,,NSW,776,4,31,927,967,0%
10478,Carroll,178,802,,258,1,4,,NSW,50,1,2,802,802,0%
10479,Carrs Creek,375,969,,2960,4,36,,NSW,930,4,37,969,969,0%
10480,Carss Park,1211,1079,,7168,9,87,,NSW,2155,9,85,990,1136,0%
10481,Cartwright,2253,763,,187,1,3,,NSW,24,1,1,648,817,0%
10482,Cartwrights Hill,177,929,,1724,3,21,,NSW,546,3,22,929,929,0%
10483,Carwoola,1419,1137,,8079,10,98,,NSW,2471,10,97,1129,1161,0%
10484,Casino,10571,851,,485,1,6,,NSW,123,1,5,649,1008,0%
10485,Cassilis (NSW),348,960,,2649,4,33,,NSW,823,4,33,960,960,0%
10486,Castle Cove,2525,1150,,8157,10,99,,NSW,2508,10,98,1119,1186,0%
10487,Castle Doyle,456,1085,,7308,9,89,,NSW,2198,9,86,1085,1085,0%
10488,Castle Hill (NSW),37906,1131,,8026,10,98,,NSW,2445,10,96,890,1225,0%
10489,Castle Rock,326,1025,,5307,7,65,,NSW,1618,7,64,1025,1025,0%
10490,Castlecrag,2965,1172,,8232,10,100,,NSW,2555,10,100,1158,1194,0%
10491,Castlereagh,1056,1054,,6398,8,78,,NSW,1907,8,75,1029,1069,1%
10492,Casuarina (NSW),1660,1074,,7047,9,86,,NSW,2115,9,83,1070,1079,0%
10493,Casula,14705,998,,4145,6,51,,NSW,1273,5,50,838,1101,0%
10494,Catalina,2390,922,,1534,2,19,,NSW,483,2,19,851,978,0%
10495,Catherine Field,1585,1027,,5419,7,66,,NSW,1641,7,65,1002,1073,0%
10496,Catherine Hill Bay,434,1060,,6598,8,80,,NSW,1965,8,77,1060,1060,0%
10497,Cattai,683,1082,,7250,9,88,,NSW,2177,9,85,1080,1088,0%
10498,Caves Beach,3921,1028,,5440,7,66,,NSW,1650,7,65,903,1104,0%
10499,Cawdor (NSW),459,1075,,7074,9,86,,NSW,2126,9,83,1071,1079,0%
10500,Cawongla,220,923,,1565,2,19,,NSW,495,2,20,923,923,0%
10501,Cecil Hills,6860,1063,,6702,9,82,,NSW,2007,8,79,980,1115,0%
10502,Cecil Park,1478,1079,,7171,9,87,,NSW,2157,9,85,1050,1095,0%
10503,Cedar Party,329,988,,3735,5,46,,NSW,1147,5,45,988,988,0%
10504,Centennial Park (NSW),2107,1112,,7803,10,95,,NSW,2352,10,92,1059,1192,0%
10505,Central Mangrove,287,1032,,5625,7,69,,NSW,1700,7,67,1032,1032,0%
10506,Central Tilba,391,977,,3257,4,40,,NSW,1012,4,40,977,977,0%
10507,Cessnock,13654,885,,817,1,10,,NSW,236,1,10,590,1057,6%
10508,Chain Valley Bay,2444,906,,1178,2,15,,NSW,365,2,15,827,952,0%
10509,Charbon,232,839,,403,1,5,,NSW,94,1,4,839,839,0%
10511,Charlestown (NSW),12414,1021,,5147,7,63,,NSW,1578,7,62,862,1157,0%
10512,Charmhaven,2329,900,,1073,2,14,,NSW,323,2,13,887,912,0%
10513,Chatswood,21204,1076,,7090,9,86,,NSW,2131,9,84,940,1160,0%
10514,Chatswood West,1429,1151,,8160,10,99,,NSW,2510,10,98,1124,1180,0%
10515,Chatsworth (NSW),216,941,,2054,3,25,,NSW,649,3,26,941,941,0%
10516,Cheltenham (NSW),2064,1167,,8225,10,100,,NSW,2550,10,100,1157,1180,0%
10517,Cherrybrook,18805,1143,,8118,10,99,,NSW,2491,10,98,1004,1186,0%
10518,Chester Hill,11769,894,,963,2,12,,NSW,291,2,12,728,982,0%
10519,Chifley (NSW),3146,1007,,4530,6,55,,NSW,1389,6,55,843,1066,0%
10520,Chilcotts Grass,181,1075,,7063,9,86,,NSW,2119,9,83,1075,1075,0%
10521,Chillingham,285,916,,1402,2,17,,NSW,434,2,17,916,916,0%
10522,Chinderah,1476,812,,298,1,4,,NSW,61,1,3,765,889,0%
10523,Chippendale,4051,1048,,6223,8,76,,NSW,1862,8,73,973,1097,0%
10524,Chipping Norton,8841,1054,,6391,8,78,,NSW,1906,8,75,891,1139,0%
10525,Chisholm (NSW),183,1100,,7631,10,93,,NSW,2296,9,90,1100,1100,0%
10526,Chiswick,2470,1120,,7905,10,96,,NSW,2399,10,94,1083,1141,0%
10527,Chittaway Bay,1895,951,,2377,3,29,,NSW,754,3,30,818,988,0%
10528,Chittaway Point,895,1002,,4319,6,53,,NSW,1323,6,52,987,1018,0%
10529,Church Point,1125,1162,,8206,10,100,,NSW,2536,10,99,1141,1170,0%
10530,Clandulla,208,920,,1482,2,18,,NSW,463,2,19,920,920,0%
10531,Claremont Meadows,4161,1018,,5033,7,62,,NSW,1545,7,61,971,1101,0%
10532,Clarence,224,1017,,4982,7,61,,NSW,1528,6,60,1017,1017,0%
10533,Clarence Town,1662,987,,3694,5,45,,NSW,1136,5,45,918,1076,0%
10534,Clarendon (NSW),118,981,,3424,5,42,,NSW,1056,5,42,981,981,0%
10535,Clarenza,559,1035,,5715,7,70,,NSW,1727,7,68,1021,1056,0%
10536,Claymore,3303,576,,37,1,1,,NSW,5,1,1,529,610,0%
10537,Clemton Park,1573,972,,3079,4,38,,NSW,965,4,38,930,1029,0%
10538,Cliftleigh,180,939,,2003,3,25,,NSW,633,3,25,939,939,0%
10539,Clifton Grove,816,1112,,7810,10,95,,NSW,2354,10,92,1108,1114,0%
10540,Clontarf (NSW),1693,1175,,8236,10,100,,NSW,2559,10,100,1167,1188,0%
10541,Clothiers Creek,360,1014,,4810,6,59,,NSW,1485,6,58,1014,1014,0%
10542,Clovelly,4587,1130,,8021,10,98,,NSW,2444,10,96,1096,1151,0%
10543,Clunes (NSW),949,1018,,5024,7,61,,NSW,1543,7,61,1000,1030,0%
10544,Clybucca,464,933,,1857,3,23,,NSW,593,3,24,933,933,0%
10546,Coal Point,1726,1097,,7577,10,92,,NSW,2279,9,89,1077,1126,0%
10547,Coalcliff,196,1099,,7617,10,93,,NSW,2292,9,90,1099,1099,0%
10548,Cobaki,227,1016,,4899,6,60,,NSW,1511,6,59,1016,1016,0%
10549,Cobar,3828,946,,2197,3,27,,NSW,699,3,28,884,1017,0%
10550,Cobargo,639,885,,825,2,11,,NSW,239,1,10,834,1001,0%
10551,Cobbitty,1062,1067,,6840,9,83,,NSW,2049,8,80,1053,1075,0%
10552,Coffee Camp,234,947,,2243,3,28,,NSW,714,3,28,947,947,0%
10553,Coffs Harbour,24587,926,,1640,2,20,,NSW,521,3,21,656,1111,0%
10554,Coleambally,1312,985,,3588,5,44,,NSW,1107,5,44,872,1086,0%
10556,Coledale,1165,1087,,7350,9,90,,NSW,2214,9,87,1063,1111,0%
10557,Collarenebri,762,887,,843,2,11,,NSW,243,1,10,801,974,0%
10558,Collaroy (NSW),14391,1111,,7789,10,95,,NSW,2345,10,92,1015,1153,0%
10559,Collector,404,1097,,7564,10,92,,NSW,2275,9,89,1097,1097,0%
10560,Collendina,233,984,,3570,5,44,,NSW,1101,5,43,984,984,0%
10561,Collie (NSW),156,1041,,5957,8,73,,NSW,1789,7,70,1041,1041,0%
10562,Collingullie,136,972,,3077,4,38,,NSW,964,4,38,972,972,0%
10563,Collombatti,602,903,,1132,2,14,,NSW,351,2,14,892,921,0%
10564,Colo Heights,329,931,,1791,3,22,,NSW,568,3,23,931,931,0%
10565,Colo Vale,1721,1022,,5167,7,63,,NSW,1580,7,62,955,1093,0%
10567,Colyton,7999,930,,1764,3,22,,NSW,563,3,22,859,971,0%
10568,Comberton,77,997,,4108,5,50,,NSW,1263,5,50,997,997,0%
10569,Comboyne,451,956,,2535,4,31,,NSW,794,4,31,956,956,0%
10570,Come By Chance,117,1063,,6687,9,82,,NSW,2001,8,79,1063,1063,0%
10571,Como (NSW),3789,1126,,7982,10,97,,NSW,2430,10,95,1097,1147,0%
10572,Comobella,59,1073,,7031,9,86,,NSW,2111,9,83,1073,1073,0%
10573,Conargo,245,1018,,5037,7,62,,NSW,1548,7,61,1018,1018,0%
10574,Concord,14135,1070,,6927,9,84,,NSW,2079,9,82,974,1120,0%
10575,Concord West,5839,1074,,7045,9,86,,NSW,2114,9,83,1029,1112,1%
10576,Condell Park,10419,952,,2414,3,30,,NSW,763,3,30,894,1044,0%
10577,Condobolin,3742,911,,1301,2,16,,NSW,402,2,16,747,1036,1%
10578,Condong,298,960,,2664,4,33,,NSW,829,4,33,960,960,0%
10579,Congarinni,522,960,,2654,4,33,,NSW,826,4,33,960,960,0%
10580,Congarinni North,347,989,,3753,5,46,,NSW,1156,5,46,989,989,0%
10581,Congewai,253,1003,,4362,6,53,,NSW,1335,6,53,1003,1003,0%
10582,Congo,224,968,,2923,4,36,,NSW,919,4,36,968,968,0%
10583,Coniston,2184,950,,2332,3,29,,NSW,733,3,29,920,979,1%
10584,Conjola Park,337,966,,2846,4,35,,NSW,894,4,35,966,966,0%
10585,Connells Point,2702,1110,,7781,10,95,,NSW,2342,10,92,1064,1147,0%
10586,Constitution Hill,4257,982,,3473,5,43,,NSW,1071,5,42,764,1061,0%
10587,Coogee (NSW),14021,1115,,7844,10,96,,NSW,2374,10,93,1068,1161,0%
10588,Cookamidgera,215,925,,1602,2,20,,NSW,506,2,20,925,925,0%
10589,Cookardinia,241,1050,,6280,8,77,,NSW,1880,8,74,1050,1050,0%
10590,Cooks Gap,489,924,,1573,2,20,,NSW,499,2,20,924,924,0%
10591,Cooks Hill,3625,1041,,5964,8,73,,NSW,1791,7,70,906,1096,0%
10592,Cooks Myalls,385,1037,,5801,8,71,,NSW,1748,7,69,1037,1037,0%
10593,Coolac,365,1004,,4392,6,54,,NSW,1350,6,53,1004,1004,0%
10594,Coolagolite,261,971,,3050,4,37,,NSW,958,4,38,971,971,0%
10595,Coolah,1277,935,,1896,3,23,,NSW,601,3,24,798,1063,0%
10596,Coolamon,2131,976,,3226,4,40,,NSW,1004,4,40,861,1067,0%
10597,Coolangatta (NSW),290,1107,,7727,10,94,,NSW,2326,10,91,1107,1107,0%
10598,Coolongolook,416,874,,688,1,9,,NSW,190,1,8,874,874,0%
10599,Cooma (NSW),6660,951,,2364,3,29,,NSW,746,3,30,865,1062,0%
10600,Coomba Bay,257,1013,,4783,6,58,,NSW,1472,6,58,1013,1013,0%
10601,Coomba Park,443,793,,240,1,3,,NSW,40,1,2,757,833,0%
10602,Coomealla,863,969,,2965,4,36,,NSW,931,4,37,942,1013,15%
10603,Coonabarabran,3167,892,,935,2,12,,NSW,281,2,11,815,995,0%
10604,Coonamble,3007,877,,718,1,9,,NSW,198,1,8,764,1124,0%
10605,Cooperabung,373,1010,,4645,6,57,,NSW,1426,6,56,1010,1010,0%
10606,Coopernook,519,889,,882,2,11,,NSW,260,2,11,860,929,0%
10607,Coopers Gully,273,991,,3851,5,47,,NSW,1186,5,47,991,991,0%
10608,Coopers Shoot,320,1077,,7135,9,87,,NSW,2146,9,84,1077,1077,0%
10609,Coorabell,422,1016,,4927,6,60,,NSW,1514,6,60,1016,1016,0%
10610,Cooranbong,5019,986,,3644,5,45,,NSW,1123,5,44,863,1063,0%
10611,Cootamundra,6708,926,,1625,2,20,,NSW,514,3,21,780,1071,0%
10612,Cooyal,435,978,,3322,5,41,,NSW,1033,5,41,978,978,0%
10613,Copacabana,2682,1067,,6836,9,83,,NSW,2048,8,80,1016,1105,0%
10614,Copmanhurst,485,820,,324,1,4,,NSW,68,1,3,727,883,0%
10615,Coraki,1481,864,,580,1,8,,NSW,154,1,7,744,914,0%
10616,Coralville,94,887,,857,2,11,,NSW,249,1,10,887,887,0%
10617,Coramba,771,969,,2975,4,37,,NSW,936,4,37,961,977,0%
10618,Corbie Hill,296,987,,3709,5,45,,NSW,1139,5,45,987,987,0%
10619,Cordeaux Heights,4729,1098,,7584,10,92,,NSW,2281,9,89,985,1171,0%
10620,Coreen,397,982,,3486,5,43,,NSW,1077,5,43,982,982,0%
10621,Corindi Beach,1449,944,,2143,3,26,,NSW,681,3,27,934,958,0%
10622,Corlette,4628,1041,,5941,8,73,,NSW,1785,7,70,976,1133,0%
10623,Corndale (NSW),351,1021,,5138,7,63,,NSW,1573,7,62,1021,1021,0%
10624,Corowa,5594,930,,1759,3,22,,NSW,560,3,22,815,1011,0%
10625,Corrimal,6341,969,,2956,4,36,,NSW,928,4,37,870,1054,0%
10626,Cottage Point,115,1151,,8165,10,99,,NSW,2512,10,98,1151,1151,0%
10627,Courabyra,244,979,,3360,5,41,,NSW,1041,5,41,979,979,0%
10628,Couridjah,276,998,,4119,5,50,,NSW,1265,5,50,998,998,0%
10629,Coutts Crossing,1044,894,,969,2,12,,NSW,293,2,12,869,925,0%
10630,Cowan,544,1061,,6642,9,81,,NSW,1986,8,78,1061,1061,0%
10631,Cowra,9739,911,,1303,2,16,,NSW,403,2,16,741,1078,0%
10632,Coxs Creek,161,988,,3742,5,46,,NSW,1150,5,45,988,988,0%
10633,Crabbes Creek,293,946,,2223,3,27,,NSW,706,3,28,946,946,0%
10634,Cranebrook,14719,992,,3899,5,48,,NSW,1201,5,47,578,1142,0%
10636,Craven,268,861,,562,1,7,,NSW,147,1,6,861,861,0%
10637,Cremorne (NSW),11060,1132,,8032,10,98,,NSW,2450,10,96,1093,1185,0%
10638,Cremorne Point,1980,1154,,8178,10,100,,NSW,2521,10,99,1143,1171,0%
10639,Crescent Head,1592,962,,2714,4,33,,NSW,847,4,34,888,1029,0%
10640,Crestwood,4443,999,,4187,6,51,,NSW,1288,6,51,950,1073,0%
10641,Cringila,2120,807,,275,1,4,,NSW,54,1,3,767,837,0%
10642,Cromer (NSW),7172,1095,,7537,10,92,,NSW,2267,9,89,966,1154,0%
10643,Cronulla,17033,1063,,6700,9,82,,NSW,2005,8,79,968,1155,0%
10644,Crookwell,2516,958,,2595,4,32,,NSW,809,4,32,897,1045,0%
10645,Crosslands,425,1018,,4998,7,61,,NSW,1535,6,60,1018,1018,0%
10646,Croudace Bay,543,1059,,6585,8,80,,NSW,1958,8,77,1059,1059,0%
10648,Crowdy Head,220,849,,478,1,6,,NSW,120,1,5,849,849,0%
10649,Crows Nest (NSW),4050,1126,,7981,10,97,,NSW,2429,10,95,1093,1155,0%
10650,Croydon (NSW),10387,1044,,6084,8,74,,NSW,1826,8,72,959,1089,0%
10651,Croydon Park (NSW),10722,1015,,4883,6,60,,NSW,1505,6,59,922,1074,0%
10652,Crystal Creek (NSW),393,997,,4068,5,50,,NSW,1256,5,49,997,997,0%
10653,Cudal,653,986,,3626,5,44,,NSW,1118,5,44,922,1054,0%
10654,Cudgen,852,1014,,4822,6,59,,NSW,1489,6,59,1010,1021,0%
10655,Cudgera Creek,388,1013,,4798,6,59,,NSW,1477,6,58,1013,1013,0%
10656,Cudmirrah,260,944,,2123,3,26,,NSW,671,3,27,944,944,0%
10657,Culburra Beach,2679,934,,1883,3,23,,NSW,598,3,24,896,971,2%
10658,Culcairn,1427,923,,1551,2,19,,NSW,489,2,20,876,1036,0%
10659,Cullen Bullen,182,838,,398,1,5,,NSW,92,1,4,838,838,0%
10660,Cumbalum,1221,1062,,6670,9,81,,NSW,1997,8,78,1061,1064,0%
10661,Cumberland Reach,195,1030,,5522,7,67,,NSW,1672,7,66,1030,1030,0%
10662,Cumboogle,260,1084,,7288,9,89,,NSW,2190,9,86,1084,1084,0%
10663,Cumborah,361,807,,278,1,4,,NSW,55,1,3,807,807,0%
10664,Cumnock,614,932,,1806,3,22,,NSW,577,3,23,843,1004,0%
10665,Cundletown,2065,947,,2238,3,28,,NSW,712,3,28,921,970,0%
10666,Cunjurong Point,192,939,,2018,3,25,,NSW,636,3,25,939,939,0%
10667,Curl Curl,2413,1118,,7880,10,96,,NSW,2390,10,94,1101,1155,0%
10668,Curlewis (NSW),969,916,,1392,2,17,,NSW,431,2,17,856,1009,0%
10669,Curlwaa,414,930,,1756,3,22,,NSW,559,3,22,930,930,0%
